"id","customer_id","installation_date","status","pic_id","created_by","updated_by","created_at","updated_at","uninstallation_date","lead_person_id","installed_by","unistalled_by","remarks","idu_sn","ac_asset_id","custom_asset_name","odu_sn","last_deduction_date","contract_start_date","contract_end_date","total_debt","balance","service","payment_term","monthly_fee","device_activated","security_deposit_status","uninstallation_start_date","uninstallation_end_date","uninstallation_status"
1571,608,"2022-12-23 00:00:00","PURCHASED",NULL,NULL,NULL,"2022-12-23 07:06:53.351337","2023-11-17 06:50:59.668952",NULL,NULL,NULL,NULL,NULL,"0000255",7,NULL,"0000293",NULL,"2022-12-23 00:00:00","2023-12-23 00:00:00",2220000,0,"Without Baridi Care","1 Year",185000,"Yes",False,NULL,NULL,NULL
3111,1360,"2024-01-15 00:00:00","ACTIVE",NULL,NULL,NULL,"2024-01-15 13:35:14.012","2024-03-06 08:22:23.313846",NULL,NULL,NULL,NULL,NULL,"0000118",5,NULL,"0000127",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1047,246,"2022-02-04 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2022-02-04 12:59:55.747734","2024-01-31 10:40:36.594791","2024-01-31",NULL,NULL,71,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1935,816,"2023-03-21 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-03-21 08:05:12.660165","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000454",7,NULL,"0000449",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1938,815,"2023-03-21 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-03-21 08:07:30.522324","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000413",6,NULL,"0000554",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1933,813,"2023-03-21 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2023-03-21 07:46:47.569323","2023-12-26 14:28:25.574586","2023-12-26",NULL,NULL,71,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
982,203,"2021-12-28 00:00:00","ACTIVE",NULL,NULL,NULL,"2021-12-28 09:51:30.340985","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000161",5,NULL,"0000134","2022-01-02 05:56:47.884286",NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1280,416,"2022-06-11 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2022-06-11 09:43:20.968064","2024-02-10 14:29:06.118295","2024-02-10",NULL,NULL,71,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1183,352,"2022-04-11 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2022-04-11 10:38:09.084777","2023-10-18 08:31:03.490823","2023-10-18",NULL,NULL,71,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
994,100,"2022-01-05 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-01-05 13:21:46.322403","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000315",5,NULL,"0000309","2022-02-01 00:00:00",NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
996,211,"2022-01-05 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-01-05 13:26:38.846839","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000164",5,NULL,"0000222","2022-02-01 00:00:00",NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1430,491,"2022-11-02 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-11-02 06:25:09.425613","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000356",5,NULL,"0000358",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1013,223,"2022-01-14 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-01-14 10:28:35.087825","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000200",5,NULL,"0000229","2022-02-01 00:00:00",NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1303,430,"2022-06-27 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2022-06-24 12:45:38.949765","2024-03-21 14:59:40.402507","2024-03-21",NULL,NULL,71,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2458,179,"2023-08-04 07:52:26.996","UNINSTALLED",NULL,NULL,NULL,"2023-08-04 07:52:26.997","2023-08-07 07:35:19.858627","2023-08-07",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1017,227,"2022-01-19 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-01-19 13:50:12.52122","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000165",5,NULL,"0000203","2022-02-01 00:00:00",NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1036,238,"2022-01-31 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-01-31 13:55:03.285069","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000144",5,NULL,"0000190","2022-02-01 00:00:00",NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1434,517,"2022-11-08 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-11-08 06:31:33.192917","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000335",7,NULL,"0000297",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
833,116,"2021-10-13 00:00:00","ACTIVE",NULL,NULL,NULL,"2021-10-28 14:46:56.112065","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000181",6,NULL,"0000168","2021-12-03 06:49:17.921839",NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1796,741,"2023-02-27 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-02-27 07:34:56.363979","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000177",6,NULL,"0000236",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1057,257,"2022-02-10 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-02-10 11:47:23.863886","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000163",5,NULL,"0000319",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1060,256,"2022-02-10 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-02-10 11:51:05.567248","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000228",7,NULL,"0000146",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1089,278,"2022-03-01 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-03-01 13:29:08.412737","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000258",5,NULL,"0000148",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1093,287,"2022-03-03 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-03-03 12:30:12.267985","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000149",6,NULL,"0000237",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1096,295,"2022-03-04 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-03-04 12:11:47.800241","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000196",5,NULL,"0000169",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1226,379,"2022-05-11 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2022-05-11 05:27:07.116097","2023-07-11 07:55:39.610043","2023-07-11",NULL,NULL,71,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1468,535,"2022-11-22 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-11-22 08:47:12.315617","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000379",6,NULL,"0000222",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1118,302,"2022-03-18 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-03-18 13:47:12.834241","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000176",7,NULL,"0000183",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1285,319,"2022-06-15 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-06-14 11:42:22.577478","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000126",6,NULL,"0000118",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1214,373,"2022-04-27 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-04-27 06:23:46.829779","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000159",6,NULL,"0000163",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1218,119,"2022-04-29 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-04-29 06:12:50.464988","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000166",6,NULL,"0000212",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1305,432,"2022-06-29 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-06-29 07:19:34.501479","2023-08-14 09:50:59.400336",NULL,NULL,NULL,NULL,NULL,"0000104",7,NULL,"0000123",NULL,"2022-06-29 00:00:00","2032-06-29 00:00:00",0,NULL,NULL,"Corporate",0,"Yes",False,NULL,NULL,NULL
1233,387,"2022-05-16 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-05-16 07:42:54.843241","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000114",6,NULL,"0000128",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1287,422,"2022-06-15 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2022-06-15 05:38:01.492707","2023-08-07 08:29:33.496331","2023-08-07",NULL,NULL,71,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1236,390,"2022-05-20 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-05-17 13:27:46.17964","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000286",5,NULL,"0000280",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1237,390,"2022-05-20 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-05-17 13:28:53.469185","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000152",6,NULL,"0000225",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1253,400,"2022-05-26 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-05-26 06:08:23.155532","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000146",7,NULL,"0000237",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1260,403,"2022-05-31 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-05-31 05:23:29.656276","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000230",7,NULL,"0000235",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1273,415,"2022-06-07 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-06-07 05:27:52.852642","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000136",6,NULL,"0000223",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1421,508,"2022-10-27 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2022-10-27 09:46:34.366153","2023-08-24 09:32:32.188096","2023-08-24",NULL,NULL,71,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2525,1065,"2023-08-23 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-08-23 11:29:36.642","2023-08-25 13:20:40.828122",NULL,NULL,NULL,NULL,NULL,"0000406",7,NULL,"0000390",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1289,424,"2022-06-17 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-06-17 06:38:37.350656","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000278",5,NULL,"0000252",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1292,412,"2022-06-21 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-06-21 06:00:59.069025","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000262",5,NULL,"0000265",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1293,412,"2022-06-21 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-06-21 06:02:14.518018","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000136",5,NULL,"0000285",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2126,819,"2023-05-19 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-05-19 09:07:30.812946","2023-05-21 18:11:26.826666",NULL,NULL,NULL,NULL,NULL,"0000976",5,NULL,"0000666",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1453,527,"2022-11-24 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-11-17 06:19:26.591869","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000321",7,NULL,"0000286",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1449,527,"2022-11-24 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-11-17 06:16:48.930965","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000355",7,NULL,"0000305",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1301,429,"2022-04-19 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-06-24 06:24:14.262106","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000204",5,NULL,"0000267",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1302,431,"2022-06-27 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-06-24 12:43:44.907574","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000354",5,NULL,"0000277",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1011,222,"2022-01-13 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2022-01-13 13:58:20.827802","2023-10-31 16:08:28.217632","2023-10-31",NULL,NULL,71,NULL,NULL,5,NULL,NULL,"2022-02-01 00:00:00",NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1309,334,"2022-06-29 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-06-29 07:30:55.941238","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000250",7,NULL,"0000216",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1746,326,"2023-02-16 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-02-16 06:20:51.81774","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000377",7,NULL,"0000323",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1130,133,"2022-03-22 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-03-22 12:52:13.239238","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000379",5,NULL,"0000266",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
997,213,"2022-01-05 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-01-05 14:06:49.05182","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000207",5,NULL,"0000175","2022-02-01 00:00:00",NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1009,221,"2022-01-11 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-01-11 12:07:32.139184","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000143",5,NULL,"0000192","2022-02-01 00:00:00",NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1452,527,"2022-11-24 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-11-17 06:18:50.82212","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000354",7,NULL,"0000318",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1755,714,"2023-02-17 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-02-17 09:43:56.208233","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000362",6,NULL,"0000341",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1015,226,"2022-01-18 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2022-01-18 12:24:37.835253","2024-02-23 09:39:02.024464","2024-02-23",NULL,NULL,71,NULL,NULL,7,NULL,NULL,"2022-02-01 00:00:00",NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2209,179,"2023-06-08 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2023-06-08 07:21:45.771252","2023-06-08 13:06:31.225657","2023-06-08",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2473,1045,"2023-08-07 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-08-07 15:04:04.089","2023-08-11 11:57:22.339243",NULL,NULL,NULL,NULL,NULL,"0000312",6,NULL,"0000634",NULL,"2023-08-07 15:04:04.089","2033-08-07 00:00:00",0,NULL,NULL,"Corporate",0,"Yes",False,NULL,NULL,NULL
1235,388,"2022-05-17 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2022-05-17 07:39:01.057901","2023-07-13 07:53:44.091837","2023-07-13",NULL,NULL,71,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
834,113,"2021-10-13 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2021-10-28 14:46:56.112065","2023-04-14 09:53:28.53283","2023-04-14",NULL,NULL,71,NULL,NULL,5,NULL,NULL,"2021-12-03 06:48:32.142361",NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2368,991,"2023-07-10 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-07-10 13:15:01.780248","2023-07-13 09:34:30.110153",NULL,NULL,NULL,NULL,NULL,"0000637",5,NULL,"0000576",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2373,993,"2023-07-12 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-07-12 10:34:13.922479","2023-07-13 09:35:08.531465",NULL,NULL,NULL,NULL,NULL,"0000656",7,NULL,"0000673",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2372,179,"2023-07-12 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2023-07-12 09:48:12.954354","2023-07-13 09:40:03.692963","2023-07-13",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2404,179,"2023-07-21 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2023-07-21 08:07:03.437701","2023-07-21 08:25:56.403659","2023-07-21",NULL,NULL,71,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1227,382,"2022-05-12 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2022-05-12 05:20:48.505377","2023-06-20 08:50:06.570909","2023-06-20",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1185,353,"2022-04-12 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2022-04-12 08:37:36.550426","2023-06-30 07:46:41.788235","2023-06-30",NULL,NULL,71,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1432,515,"2022-11-03 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2022-11-03 06:09:59.26226","2023-06-30 08:14:11.339193","2023-06-30",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2569,1082,"2023-09-06 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-09-06 12:27:58.335","2023-09-08 10:09:42.350495",NULL,NULL,NULL,NULL,NULL,"0000953",5,NULL,"0000564",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1740,710,"2023-02-15 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2023-02-15 05:34:27.211084","2023-11-14 11:44:05.529949","2023-11-14",NULL,NULL,71,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2591,179,"2023-09-13 09:54:52.751","UNINSTALLED",NULL,NULL,NULL,"2023-09-13 09:54:52.751","2023-09-17 12:39:07.605624","2023-09-17",NULL,NULL,71,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1470,537,"2022-11-23 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2022-11-22 14:38:25.839708","2023-09-20 07:35:20.288378","2023-09-20",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1121,312,"2022-03-21 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2022-03-21 13:49:01.428614","2024-02-28 07:38:40.797182","2024-02-28",NULL,NULL,71,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1148,327,"2022-03-29 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2022-03-29 06:50:07.690861","2023-08-24 08:25:22.59655","2023-08-24",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1095,285,"2022-03-03 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2022-03-03 12:45:04.240813","2024-01-10 12:16:18.394561","2024-01-10",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1877,781,"2023-03-08 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-03-08 05:45:19.628885","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000436",7,NULL,"0000394",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1888,785,"2023-03-09 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-03-09 05:44:59.79315","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000557",7,NULL,"0000376",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1893,789,"2023-03-10 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-03-10 06:31:12.515173","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000325",5,NULL,"0000240",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2836,1224,"2023-12-08 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-12-08 11:24:22.311","2023-12-19 19:49:54.958781",NULL,NULL,NULL,NULL,NULL,"0000519",7,NULL,"0000527",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1936,816,"2023-03-21 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-03-21 08:06:01.649955","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000456",7,NULL,"0000554",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1012,224,"2022-01-14 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-01-14 09:58:06.706299","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000188",5,NULL,"0000213","2022-02-01 00:00:00",NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1024,217,"2022-01-24 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-01-24 13:05:58.780728","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000166",7,NULL,"0000155","2022-02-01 00:00:00",NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1025,232,"2022-01-25 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-01-25 11:41:19.063799","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000180",7,NULL,"0000151","2022-02-01 00:00:00",NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1882,783,"2023-03-08 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-03-08 05:51:08.11574","2023-08-14 08:49:07.190938",NULL,NULL,NULL,NULL,NULL,"0000371",7,NULL,"0000401",NULL,"2023-03-08 00:00:00","2033-03-08 00:00:00",0,NULL,NULL,"Corporate",0,"Yes",False,NULL,NULL,NULL
2768,179,"2023-11-14 11:45:56.013","UNINSTALLED",NULL,NULL,NULL,"2023-11-14 11:45:56.013","2023-12-01 11:50:50.71779","2023-12-01",NULL,NULL,71,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2526,179,"2023-08-24 08:30:33.292","UNINSTALLED",NULL,NULL,NULL,"2023-08-24 08:30:33.292","2023-08-25 06:04:49.814524","2023-08-25",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1433,516,"2022-11-04 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-11-04 11:02:18.426652","2023-03-28 06:59:43.688627",NULL,NULL,NULL,NULL,NULL,"0000254",6,NULL,"0000205",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
