"id","customer_id","installation_date","status","pic_id","created_by","updated_by","created_at","updated_at","uninstallation_date","lead_person_id","installed_by","unistalled_by","remarks","idu_sn","ac_asset_id","custom_asset_name","odu_sn","last_deduction_date","contract_start_date","contract_end_date","total_debt","balance","service","payment_term","monthly_fee","device_activated","security_deposit_status","uninstallation_start_date","uninstallation_end_date","uninstallation_status"
2007,855,"2023-04-06 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-04-06 07:59:07.253476","2023-04-06 11:43:07.810698",NULL,NULL,NULL,NULL,NULL,"0000403",6,NULL,"0000476",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2561,179,"2023-09-04 12:29:36.989","UNINSTALLED",NULL,NULL,NULL,"2023-09-04 12:29:36.989","2023-09-05 08:07:47.452141","2023-09-05",NULL,NULL,71,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2292,938,"2023-06-16 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-06-16 13:01:50.018984","2023-08-14 08:37:30.350935",NULL,NULL,NULL,NULL,NULL,"0000502",7,NULL,"0000669",NULL,"2023-06-16 00:00:00","2033-06-16 00:00:00",0,NULL,NULL,"Corporate",0,"Yes",False,NULL,NULL,NULL
2109,918,"2023-05-16 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-05-16 11:56:03.25785","2023-05-17 06:35:19.064406",NULL,NULL,NULL,NULL,NULL,"0000300",7,NULL,"0000506",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1440,521,"2022-11-11 00:00:00","PURCHASED",NULL,NULL,NULL,"2022-11-11 08:18:05.82821","2023-10-27 06:08:28.798122",NULL,NULL,NULL,NULL,NULL,"0000337",7,NULL,"0000308",NULL,"2022-11-11 00:00:00","2023-11-11 00:00:00",2220000,0,"With Baridi Care","1 Year",185000,"Yes",False,NULL,NULL,NULL
2893,1248,"2023-12-19 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-12-19 09:35:10.132","2023-12-23 17:57:35.40065",NULL,NULL,NULL,NULL,NULL,"0000559",7,NULL,"0000678",NULL,"2023-12-19 09:35:10.132","2033-12-19 00:00:00",0,NULL,"Without Baridi Care","Corporate",0,"Yes",False,NULL,NULL,NULL
2293,938,"2023-06-16 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-06-16 13:23:32.130368","2023-08-14 08:37:33.875063",NULL,NULL,NULL,NULL,NULL,"0000570",7,NULL,"0000609",NULL,"2023-06-16 00:00:00","2033-06-16 00:00:00",0,NULL,NULL,"Corporate",0,"Yes",False,NULL,NULL,NULL
1845,768,"2023-03-03 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-03-03 07:12:37.514739","2023-08-14 08:53:26.06584",NULL,NULL,NULL,NULL,NULL,"0000272",7,NULL,"0000384",NULL,"2023-03-03 00:00:00","2033-03-03 00:00:00",0,NULL,NULL,"Corporate",0,"Yes",False,NULL,NULL,NULL
1585,507,"2022-12-28 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-12-28 11:54:41.390701","2023-08-12 06:57:29.808794",NULL,NULL,NULL,NULL,NULL,"0000393",5,NULL,"0000403",NULL,"2022-12-28 00:00:00","2032-12-28 00:00:00",0,NULL,NULL,"Corporate",0,"Yes",False,NULL,NULL,NULL
3586,1607,"2024-03-16 00:00:00","ACTIVE",NULL,NULL,NULL,"2024-03-16 10:19:14.504","2024-03-19 12:21:10.119989",NULL,NULL,NULL,NULL,NULL,"0000724",5,NULL,"0001155",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2192,133,"2023-06-01 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-06-01 11:11:42.068285","2023-06-01 13:31:59.882798",NULL,NULL,NULL,NULL,NULL,"0000441",6,NULL,"0000413",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1140,322,"2022-03-25 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2022-03-25 12:28:11.458531","2023-06-27 07:48:42.498125","2023-06-27",NULL,NULL,65,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2196,179,"2023-06-02 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2023-06-02 08:43:30.352834","2023-06-02 13:31:50.902466","2023-06-02",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2198,750,"2023-06-05 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-06-05 09:52:09.86729","2023-06-06 05:58:34.828861",NULL,NULL,NULL,NULL,NULL,"0000557",5,NULL,"0000565",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2608,1095,"2023-09-20 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-09-20 07:33:06.902","2023-10-02 17:39:37.250613",NULL,NULL,NULL,NULL,NULL,"0000938",5,NULL,"0000581",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1535,585,"2022-12-15 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2022-12-15 05:58:09.399723","2023-12-01 08:39:21.881713","2023-12-01",NULL,NULL,71,NULL,NULL,7,NULL,NULL,NULL,"2022-12-15 00:00:00","2025-12-15 00:00:00",2844000,2686000,"Without Baridi Care","3 Years",79000,"No",False,NULL,NULL,NULL
2786,1183,"2023-11-25 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-11-25 09:06:57.992","2023-12-02 06:30:31.146234",NULL,NULL,NULL,NULL,NULL,"0000640",7,NULL,"0000615",NULL,"2023-11-27 00:00:00","2033-11-27 00:00:00",0,NULL,NULL,"Corporate",0,"Yes",False,NULL,NULL,NULL
1594,507,"2022-12-29 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-01-02 05:33:59.396826","2023-08-01 08:50:27.472777",NULL,NULL,NULL,NULL,NULL,"0000327",7,NULL,"0000276",NULL,"2022-12-29 00:00:00","2033-01-08 00:00:00",0,NULL,NULL,"Corporate",NULL,"Yes",False,NULL,NULL,NULL
2112,917,"2023-05-16 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-05-16 13:21:17.802531","2023-08-14 08:39:53.133223",NULL,NULL,NULL,NULL,NULL,"0000321",6,NULL,"0000393",NULL,"2023-05-16 00:00:00","2033-05-16 00:00:00",0,NULL,NULL,"Corporate",0,"Yes",False,NULL,NULL,NULL
3214,1419,"2024-02-07 00:00:00","ACTIVE",NULL,NULL,NULL,"2024-02-07 12:35:23.524","2024-03-06 09:02:27.893349",NULL,NULL,NULL,NULL,NULL,"0000261",5,NULL,"0000248",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2517,908,"2023-08-18 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-08-18 09:04:57.647","2023-08-21 07:19:45.640998",NULL,NULL,NULL,NULL,NULL,"0000594",5,NULL,"0000684",NULL,"2023-08-18 09:04:57.647","2033-08-18 00:00:00",0,NULL,NULL,"Corporate",0,"Yes",False,NULL,NULL,NULL
1848,768,"2023-03-03 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-03-03 07:14:03.075057","2023-08-14 08:54:02.100075",NULL,NULL,NULL,NULL,NULL,"0000573",5,NULL,"0000570",NULL,"2023-03-03 00:00:00","2033-03-03 00:00:00",0,NULL,NULL,"Corporate",0,"Yes",False,NULL,NULL,NULL
2742,1161,"2023-11-01 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-11-01 10:01:19.051","2023-11-27 11:52:09.150533",NULL,NULL,NULL,NULL,NULL,"0000518",7,NULL,"0000664",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2494,242,"2023-08-10 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2023-08-10 12:01:49.991","2023-08-14 09:57:41.110358","2023-08-10",NULL,NULL,65,NULL,NULL,5,NULL,NULL,NULL,"2023-08-10 12:01:49.99","2026-08-10 09:01:49.99",2124000,NULL,NULL,"3 Years",59000,"No",False,NULL,NULL,NULL
2101,906,"2023-05-15 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-05-15 12:20:45.566364","2023-08-14 08:43:39.796954",NULL,NULL,NULL,NULL,NULL,"0000441",7,NULL,"0000590",NULL,"2023-05-15 00:00:00","2033-05-15 00:00:00",0,NULL,NULL,"Corporate",0,"Yes",False,NULL,NULL,NULL
2667,179,"2023-10-10 06:59:17.862","UNINSTALLED",NULL,NULL,NULL,"2023-10-10 06:59:17.862","2023-10-19 10:00:07.81999","2023-10-19",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1593,507,"2022-12-29 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-01-02 05:33:23.613141","2023-08-12 06:58:08.099888",NULL,NULL,NULL,NULL,NULL,"0000324",7,NULL,"0000259",NULL,"2022-12-29 00:00:00","2032-12-29 00:00:00",0,NULL,NULL,"Corporate",0,"Yes",False,NULL,NULL,NULL
2451,425,"2023-08-02 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-08-02 10:00:30.854","2023-08-03 07:36:05.619079",NULL,NULL,NULL,NULL,NULL,"0000670",5,NULL,"0000532",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1847,768,"2023-03-03 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-03-03 07:13:35.72593","2023-08-14 08:52:35.674189",NULL,NULL,NULL,NULL,NULL,"0000371",6,NULL,"0000342",NULL,"2023-03-03 00:00:00","2033-01-08 00:00:00",0,NULL,NULL,"Corporate",NULL,"Yes",False,NULL,NULL,NULL
1846,768,"2023-03-03 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-03-03 07:13:04.543717","2023-08-14 08:52:40.544316",NULL,NULL,NULL,NULL,NULL,"0000423",7,NULL,"0000388",NULL,"2023-03-03 00:00:00","2033-01-08 00:00:00",0,NULL,NULL,"Corporate",NULL,"Yes",False,NULL,NULL,NULL
1844,768,"2023-03-03 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-03-03 07:12:10.644326","2023-08-14 08:52:52.693925",NULL,NULL,NULL,NULL,NULL,"0000256",7,NULL,"0000462",NULL,"2023-03-03 00:00:00","2033-01-08 00:00:00",0,NULL,NULL,"Corporate",NULL,"Yes",False,NULL,NULL,NULL
2423,237,"2023-07-27 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2023-07-27 12:21:35.73061","2023-07-27 13:16:34.387462","2023-07-27",NULL,NULL,71,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2415,617,"2023-07-25 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-07-25 14:04:01.206671","2023-07-31 07:24:57.979411",NULL,NULL,NULL,NULL,NULL,"0000674",5,NULL,"0000505",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2425,1025,"2023-07-27 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-07-27 13:09:17.328742","2023-07-31 12:04:25.509523",NULL,NULL,NULL,NULL,NULL,"0000452",6,NULL,"0000440",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2430,1027,"2023-07-28 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-07-28 10:54:19.027404","2023-07-31 12:10:52.135051",NULL,NULL,NULL,NULL,NULL,"0000310",6,NULL,"0000643",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2427,338,"2023-07-27 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-07-27 14:04:56.804694","2023-07-31 12:13:08.645151",NULL,NULL,NULL,NULL,NULL,"0000231",7,NULL,"0000190",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1750,717,"2023-02-17 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-02-17 09:10:33.942871","2023-08-14 08:57:33.661824",NULL,NULL,NULL,NULL,NULL,"0000550",7,NULL,"0000351",NULL,"2023-02-17 00:00:00","2033-02-17 00:00:00",0,NULL,NULL,"Corporate",0,"Yes",False,NULL,NULL,NULL
2540,179,"2023-08-28 07:25:26.406","UNINSTALLED",NULL,NULL,NULL,"2023-08-28 07:25:26.406","2023-08-28 07:45:48.648181","2023-08-28",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2803,1197,"2023-11-30 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-11-30 12:08:59.975","2023-12-01 12:15:46.142792",NULL,NULL,NULL,NULL,NULL,"0000890",5,NULL,"0000477",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1416,506,"2022-10-26 00:00:00","PURCHASED",NULL,NULL,NULL,"2022-10-26 09:18:19.323455","2023-08-31 10:20:47.398553",NULL,NULL,NULL,NULL,NULL,"0000308",5,NULL,"0000152",NULL,"2022-10-26 00:00:00","2023-10-26 00:00:00",1740000,0,"Without Baridi Care","1 Year",145000,"No",False,NULL,NULL,NULL
2467,1040,"2023-08-07 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-08-07 09:04:37.151","2023-08-07 13:49:47.07311",NULL,NULL,NULL,NULL,NULL,"0000621",5,NULL,"0000515",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2487,1049,"2023-08-10 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-08-10 09:57:48.287","2023-08-10 13:42:36.914579",NULL,NULL,NULL,NULL,NULL,"0000434",6,NULL,"0000632",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2294,965,"2023-06-17 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-06-17 10:32:02.392313","2023-08-14 08:28:25.964246",NULL,NULL,NULL,NULL,NULL,"0000569",7,NULL,"0000647",NULL,"2023-06-17 00:00:00","2033-06-17 00:00:00",0,NULL,NULL,"Corporate",0,"Yes",False,NULL,NULL,NULL
1456,507,"2022-11-18 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-11-18 09:15:27.594354","2023-08-12 06:56:45.450788",NULL,NULL,NULL,NULL,NULL,"0000390",5,NULL,"0000543",NULL,"2022-11-18 00:00:00","2032-11-18 00:00:00",0,NULL,NULL,"Corporate",0,"Yes",False,NULL,NULL,NULL
2852,179,"2023-12-11 08:09:53.061","UNINSTALLED",NULL,NULL,NULL,"2023-12-11 08:09:53.061","2023-12-18 09:57:03.897868","2023-12-18",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1745,713,"2023-02-16 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-02-16 06:19:35.082589","2023-08-14 09:00:31.130622",NULL,NULL,NULL,NULL,NULL,"0000370",7,NULL,"0000362",NULL,"2023-02-16 00:00:00","2033-02-16 00:00:00",0,NULL,NULL,"Corporate",0,"Yes",False,NULL,NULL,NULL
1370,480,"2022-09-20 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2022-09-20 12:14:14.903643","2024-01-27 11:20:50.12696","2024-01-27",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1467,534,"2022-11-22 00:00:00","ACTIVE",NULL,NULL,NULL,"2022-11-22 06:53:07.560607","2023-08-14 09:13:12.382879",NULL,NULL,NULL,NULL,NULL,"0000339",7,NULL,"0000282",NULL,"2022-11-22 00:00:00","2032-11-22 00:00:00",0,NULL,NULL,"Corporate",0,"Yes",False,NULL,NULL,NULL
3486,1186,"2024-03-06 00:00:00","ACTIVE",NULL,NULL,NULL,"2024-03-06 10:29:15.27","2024-03-15 06:11:38.436087",NULL,NULL,NULL,NULL,NULL,"0000314",6,NULL,"0000640",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
3515,1562,"2024-03-09 00:00:00","ACTIVE",NULL,NULL,NULL,"2024-03-09 11:57:54.117","2024-03-15 19:27:40.9355",NULL,NULL,NULL,NULL,NULL,"0000663",5,NULL,"0000762",NULL,"2024-03-09 11:57:54.117","2025-03-09 08:57:54.117",1740000,NULL,NULL,"1 Year",145000,"Yes",False,NULL,NULL,NULL
3478,1542,"2024-03-05 00:00:00","ACTIVE",NULL,NULL,NULL,"2024-03-05 13:02:31.083","2024-03-15 12:22:29.465605",NULL,NULL,NULL,NULL,NULL,"0000712",7,NULL,"0000871",NULL,"2024-03-05 13:02:31.083","2025-03-05 10:02:31.083",2220000,NULL,"Without Baridi Care","1 Year",185000,"Yes",False,NULL,NULL,NULL
2171,942,"2023-05-26 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2023-05-26 11:00:15.914578","2024-03-19 05:17:51.176659","2024-03-19",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2583,179,"2023-09-11 11:58:07.814","UNINSTALLED",NULL,NULL,NULL,"2023-09-11 11:58:07.814","2023-09-12 07:41:09.738841","2023-09-12",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
3138,1380,"2024-01-23 00:00:00","ACTIVE",NULL,NULL,NULL,"2024-01-23 08:50:21.229","2024-03-19 14:44:27.835808",NULL,NULL,NULL,NULL,NULL,"0001019",5,NULL,"0000859",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2618,1095,"2023-09-20 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-09-20 08:21:19.005","2023-10-02 17:43:12.887271",NULL,NULL,NULL,NULL,NULL,"0000565",6,NULL,"0000649",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2634,1104,"2023-09-27 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-09-27 09:42:35.109","2023-10-02 18:39:51.574074",NULL,NULL,NULL,NULL,NULL,"0000279",6,NULL,"0000352",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
3538,1563,"2024-03-12 00:00:00","ACTIVE",NULL,NULL,NULL,"2024-03-12 11:48:03.594","2024-03-20 04:59:00.685375",NULL,NULL,NULL,NULL,NULL,"0000901",7,NULL,"0000936",NULL,"2024-03-12 11:48:03.593","2034-03-12 00:00:00",0,NULL,"Without Baridi Care","Corporate",0,"Yes",False,NULL,NULL,NULL
2828,1214,"2023-12-07 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-12-07 09:03:14.597","2023-12-19 19:08:04.740359",NULL,NULL,NULL,NULL,NULL,"0000629",5,NULL,"0000741",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
3362,1478,"2024-02-22 00:00:00","ACTIVE",NULL,NULL,NULL,"2024-02-22 08:58:57.448","2024-02-22 09:53:16.08145",NULL,NULL,NULL,NULL,NULL,"0000892",7,NULL,"0000817",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
3616,1620,"2024-03-20 00:00:00","ACTIVE",NULL,NULL,NULL,"2024-03-20 09:03:54.554","2024-03-22 11:58:42.324619",NULL,NULL,NULL,NULL,NULL,"0000731",6,NULL,"0000521",NULL,"2024-03-20 09:03:54.554","2026-03-20 06:03:54.554",2352000,NULL,"Without Baridi Care","2 Years",98000,"No",False,NULL,NULL,NULL
2420,1021,"2023-07-27 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2023-07-27 08:55:11.388998","2024-03-21 10:27:06.147287","2024-03-21",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
3647,1616,"2024-03-21 00:00:00","ACTIVE",NULL,NULL,NULL,"2024-03-21 14:36:49.873","2024-03-22 11:54:01.555739",NULL,NULL,NULL,NULL,NULL,"0000966",7,NULL,"0000954",NULL,"2024-03-21 14:36:49.872","2034-03-21 00:00:00",0,NULL,"Without Baridi Care","Corporate",0,"No",False,NULL,NULL,NULL
2743,232,"2023-11-01 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-11-01 11:11:05.795","2023-11-23 16:53:20.73194",NULL,NULL,NULL,NULL,NULL,"0000585",7,NULL,"0000562",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1187,358,"2022-04-13 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2022-04-13 06:19:17.704124","2023-06-16 08:10:03.64559","2023-06-16",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
1737,708,"2023-02-14 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2023-02-14 05:50:45.675013","2023-05-25 08:28:06.130252","2023-05-25",NULL,NULL,71,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2017,179,"2023-04-13 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2023-04-13 07:45:03.858814","2023-04-13 12:34:30.289622","2023-04-13",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2022,861,"2023-04-13 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-04-13 15:22:10.664299","2023-04-14 05:49:56.468257",NULL,NULL,NULL,NULL,NULL,"0000416",7,NULL,"0000542",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2357,179,"2023-07-04 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2023-07-04 07:14:13.136015","2023-07-12 06:33:18.017664","2023-07-12",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2027,868,"2023-04-14 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-04-14 11:13:17.452039","2023-04-14 13:36:09.61097",NULL,NULL,NULL,NULL,NULL,"0000468",6,NULL,"0000244",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2026,179,"2023-04-14 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2023-04-14 09:57:55.598798","2023-04-14 13:37:39.314683","2023-04-14",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
3215,1418,"2024-02-07 00:00:00","ACTIVE",NULL,NULL,NULL,"2024-02-07 16:06:13.321","2024-02-13 17:23:05.627971",NULL,NULL,NULL,NULL,NULL,"0000776",7,NULL,"0000650",NULL,"2024-02-07 16:06:13.321","2034-02-07 00:00:00",0,NULL,"Without Baridi Care","Corporate",0,"Yes",False,NULL,NULL,NULL
2829,1206,"2023-12-07 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-12-07 09:20:28.742","2023-12-09 14:49:55.870138",NULL,NULL,NULL,NULL,NULL,"0000603",7,NULL,"0000620",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
3487,179,"2024-03-06 12:33:38.995","UNINSTALLED",NULL,NULL,NULL,"2024-03-06 12:33:38.995","2024-03-13 06:42:33.223782","2024-03-13",NULL,NULL,71,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2167,938,"2023-05-25 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-05-25 13:02:06.404","2023-08-14 08:37:46.357743",NULL,NULL,NULL,NULL,NULL,"0000649",7,NULL,"0000597",NULL,"2023-05-25 00:00:00","2033-05-25 00:00:00",0,NULL,NULL,"Corporate",0,"Yes",False,NULL,NULL,NULL
2114,923,"2023-05-17 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-05-17 09:02:00.178308","2023-05-17 12:56:42.946594",NULL,NULL,NULL,NULL,NULL,"0000947",5,NULL,"0000750",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2353,911,"2023-06-30 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-06-30 11:37:24.948389","2023-06-30 12:26:50.066258",NULL,NULL,NULL,NULL,NULL,"0000452",7,NULL,"0000399",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2110,917,"2023-05-16 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-05-16 12:15:52.706677","2023-08-14 08:39:57.238563",NULL,NULL,NULL,NULL,NULL,"0000397",6,NULL,"0000439",NULL,"2023-05-16 00:00:00","2033-01-08 00:00:00",0,NULL,NULL,"Corporate",NULL,"Yes",False,NULL,NULL,NULL
2349,179,"2023-06-30 00:00:00","UNINSTALLED",NULL,NULL,NULL,"2023-06-30 08:12:10.297453","2023-06-30 12:28:50.632511","2023-06-30",NULL,NULL,71,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2541,1065,"2023-08-28 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-08-28 11:11:07.628","2023-08-30 13:36:24.395879",NULL,NULL,NULL,NULL,NULL,"0000550",5,NULL,"0000622",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
970,194,"2021-12-23 00:00:00","PURCHASED",NULL,NULL,NULL,"2021-12-23 11:27:05.852303","2023-10-13 13:17:35.675344",NULL,NULL,NULL,NULL,NULL,"0000210",6,NULL,"0000160","2022-01-02 05:56:47.884286","2022-11-23 00:00:00","2023-11-23 00:00:00",1980000,0,"Without Baridi Care","1 Year",165000,"Yes",False,NULL,NULL,NULL
2354,514,"2023-06-30 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-06-30 13:40:29.673317","2023-07-04 05:36:23.949335",NULL,NULL,NULL,NULL,NULL,"0000239",5,NULL,"0000322",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2668,179,"2023-10-10 07:02:30.806","UNINSTALLED",NULL,NULL,NULL,"2023-10-10 07:02:30.807","2023-10-19 09:59:04.129551","2023-10-19",NULL,NULL,71,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
2193,943,"2023-06-01 00:00:00","ACTIVE",NULL,NULL,NULL,"2023-06-01 14:08:05.938619","2023-08-01 22:00:28.787476",NULL,NULL,NULL,NULL,NULL,"0000425",6,NULL,"0000426",NULL,"2023-06-01 00:00:00","2033-01-08 00:00:00",0,NULL,NULL,"Corporate",NULL,"Yes",False,NULL,NULL,NULL
3200,179,"2024-02-05 10:55:33.355","UNINSTALLED",NULL,NULL,NULL,"2024-02-05 10:55:33.355","2024-02-14 14:30:35.089449","2024-02-14",NULL,NULL,71,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,"No",False,NULL,NULL,NULL
